MolecularWeight_Mean,ProteinGroups,Genes,ProteinDescriptions,ProteinNames,83-6,Control1,Control2,56-1,56-2,69-1,82-1,82-2,1-May,2-May,3-May,29-1,29-2,29-3,1-Nov,2-Nov,3-Nov,5-Nov,6-Nov,21-1,21-3,68-1,81-1,81-2,2-Mar,3-Mar,45-2,47-1,47-2,47-3,1-Dec,6-Dec,48-3,67-1,67-2
16711.205,P61078;P62839,Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,UB2D3_RAT;UB2D2_RAT,12.18397796,13.26588387,14.75972555,14.64743847,13.77097323,12.75698889,13.71052231,14.51790191,12.02839493,13.14852769,12.02078334,12.31468651,13.10625523,12.40032255,13.37432172,13.18227451,11.47315885,10.08801039,12.83546017,13.96197856,15.72220307,1.597006333,14.80596193,12.73687014,11.04882448,11.86828786,12.09414417,12.86552286,12.6946233,12.34935865,13.62275458,11.74800901,12.77566703,12.34724094,13.15962991
23926.97,P61107,Rab14,Ras-related protein Rab-14,RAB14_RAT,11.26945063,12.99423322,13.92346364,13.82700253,12.42381888,12.74165702,14.22523376,13.46330458,11.25273196,11.09978075,12.29576389,13.22910964,11.99435125,12.20937654,12.27828821,12.56835766,13.01693168,10.9670267,12.99411252,12.92161785,13.38200235,4.582435617,13.06656318,13.04875731,12.40937548,13.33406713,12.55874986,13.77186704,12.76876499,12.56646956,13.05547946,12.20369941,11.90105617,12.76592453,12.4975356
17417.62,P61149,Fgf1,Fibroblast growth factor 1,FGF1_RAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392736252,0,0,0,0,0,0,0,0,0,0,0,0,0
51596.68,P61203,Cops2,COP9 signalosome complex subunit 2,CSN2_RAT,1.259343691,1.14536108,1.291570498,1.279284116,1.157332127,1.337750662,1.226827058,1.423032388,1.223559731,1.237277609,1.175565417,1.245662243,1.330121563,1.258564533,1.355087419,1.291242833,1.239123967,1.198131222,1.35524959,1.239592399,1.068292585,3.626662871,1.307953853,1.247583426,1.298349006,1.319277571,1.274151352,1.281026729,1.15251461,1.312402382,1.35539501,1.264207256,1.27764954,1.311365556,0.98913852
20648.76,P61206;P84079,Arf3;Arf1,ADP-ribosylation factor 3;ADP-ribosylation factor 1,ARF3_RAT;ARF1_RAT,38.13879996,67.53343736,88.22412823,82.75962742,84.76876868,86.77892958,80.43005967,85.54725649,77.84807677,73.92985134,70.81414525,78.53550077,78.38775831,82.39577408,97.45151102,79.69813716,81.91383875,65.22870198,85.44442332,69.2951281,68.06237258,14.80307762,71.158138,76.75026901,64.82623746,78.31123838,73.26832401,85.69462578,86.75356154,77.38825955,90.53634406,76.77235477,86.53342634,77.08655832,83.26517754
20411.56,P61212,Arl1,ADP-ribosylation factor-like protein 1,ARL1_RAT,1.737309016,3.664426605,5.115668415,4.568939348,4.269468203,4.463989549,3.996003241,3.895612313,4.029869024,3.728575831,3.422789955,4.164246004,3.583650144,3.908118644,4.828371138,3.503015491,3.755040562,3.141044653,4.101070404,3.439905819,5.35697601,0,4.100541334,3.851797649,3.225840501,4.117665461,3.558329745,4.324297095,4.541606798,3.668422865,4.731424596,3.508176418,4.551093626,3.523841974,4.119471813
24146.07,P61314,Rpl15,60S ribosomal protein L15,RL15_RAT,6.766122479,2.579975173,2.111360357,1.750908455,2.008728709,5.625120901,1.544475852,1.354762195,3.347602892,2.978293065,2.19283136,2.538348155,2.427036789,2.69642298,2.48664678,2.109460718,3.320867031,2.73835739,1.841717433,9.302309607,9.475839015,2.945332082,2.307596107,1.991407833,2.657260304,3.750047673,2.725037123,3.324073886,5.471577831,3.424726706,3.179970841,1.982240842,4.513113954,3.471987839,3.642480367
15797.72,P61354,Rpl27,60S ribosomal protein L27,RL27_RAT,11.32360656,6.937386068,6.401895311,4.779648105,5.493969175,15.76992932,4.583195991,4.761262449,8.549434035,8.989461503,6.393549982,7.915921879,8.443956637,8.33612947,7.490063303,6.656597058,10.63631401,9.183866691,5.324734442,32.90781243,33.01117186,99.84171656,6.427104524,6.067176998,7.173808826,11.42998096,7.719389352,8.899085208,13.35007999,7.982549912,7.732471428,5.844321942,9.032277423,8.616013678,8.221391501
11999.6,P61459,Pcbd1,Pterin-4-alpha-carbinolamine dehydratase,PHS_RAT,50.63533636,87.30430262,73.0337133,103.0331138,79.32728741,66.67177608,75.18914947,83.90705547,67.58246247,83.97168945,61.56216048,68.09192717,62.56272723,83.80749233,88.23022843,88.46993664,81.13916656,82.613178,107.1389563,121.9230517,122.7206825,4.451844217,119.413625,101.6948729,81.94436438,131.388,118.261374,114.4475628,94.45480814,83.31160974,98.97929828,93.38158894,75.47194218,128.4304534,94.3976088
10275.25,P61515,Rpl37a-ps1,Putative 60S ribosomal protein L37a,RL37P_RAT,3.936292442,3.663359185,2.195280279,2.182723154,2.513643797,3.302762398,1.758709437,2.070553821,2.530173586,2.220034225,1.893437442,1.962497223,2.379337447,2.452587361,2.426419847,2.106801698,2.549345348,2.434445868,1.873200581,6.869468694,6.645108041,7.160309359,2.061456993,2.752698587,2.106449991,2.955681725,2.371124371,2.372606091,3.435060183,2.742181272,2.331235047,2.032639374,2.742305889,2.732716969,2.694701253
21782.15,P61589,Rhoa,Transforming protein RhoA,RHOA_RAT,56.19305231,46.61933432,49.71780321,50.40039387,43.64759734,48.14416678,50.17629007,50.59227795,39.88488063,42.70088266,43.11847759,40.31143069,47.40448949,43.3673932,49.00901264,50.6077767,44.01616549,40.84408433,47.40621819,44.45554315,44.75500763,4.022875535,46.33337081,47.80209469,44.30735315,43.14457708,45.98458267,43.33173005,42.87847099,44.14145421,44.20095056,42.44245045,38.52774958,44.47197812,43.1436175
52264.73,P61621,Sec61a1,Protein transport protein Sec61 subunit alpha isoform 1,S61A1_RAT,2.223641005,1.575066437,1.892932333,2.140084402,2.019095301,2.646376977,2.247326683,2.318330244,1.718600216,1.760724453,1.902504508,1.99461911,2.157299655,1.88952569,2.056113928,2.461340708,2.246105727,1.534579327,2.306704075,2.599525427,2.490694701,18.52374671,2.157203022,2.100129887,2.037647173,1.875871382,1.960915768,1.649622255,2.145419622,1.62168069,1.286976769,0.974127281,1.178131919,1.37088499,1.118021956
20396.62,P61751,Arf4,ADP-ribosylation factor 4,ARF4_RAT,8.009822817,5.092981625,6.260493775,6.30970393,5.860229873,5.951693945,6.068910668,5.793728793,5.396909259,5.731986299,4.961777634,5.207772664,5.984793051,5.71553128,5.876802153,5.803489458,5.007111285,4.786079983,5.157497342,5.285350618,6.703626657,0.84799842,5.887678495,5.842622212,5.519780593,5.226353328,5.635015167,5.700182212,6.100496362,5.490457009,5.710903969,5.052768102,5.489028791,5.579244993,6.514579531
12496.71,P61805,Dad1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1_RAT,1.673429522,2.985563702,5.106135141,4.18074795,5.00808061,6.325792039,4.459144578,4.429031577,3.775429753,3.816869474,3.528543006,4.394734787,3.420162991,4.173493556,4.969828295,3.658345977,4.192062741,2.69363834,4.082405633,4.74932206,4.535085372,67.58315511,4.177613899,4.354003272,3.471571801,3.65808024,4.083242642,3.153970982,4.029371326,2.328347778,2.586791543,2.604776213,2.187852866,2.169290859,2.331411573
10871.22,P61959,Sumo2,Small ubiquitin-related modifier 2,SUMO2_RAT,11.38352348,6.218745502,7.328267478,7.472602713,5.820502692,6.445709165,7.642165187,9.646601858,6.386740009,7.169466335,7.311623227,5.364838592,8.312932333,9.259247562,10.87788324,9.944040786,5.915930704,5.943603471,9.333362102,6.929024382,7.182504984,11.77589485,8.043585365,7.460766707,6.96935301,5.423580093,8.17330035,6.684927376,5.737963087,9.783959198,8.417449822,6.972715399,6.595618104,7.768151034,7.545523914
14478.48,P61972,Nutf2,Nuclear transport factor 2,NTF2_RAT,14.5645865,11.29152372,13.44045982,12.94024419,11.74197156,12.30828929,12.95557227,14.75819102,10.82781963,12.31247978,11.56508649,11.77831822,13.25474261,13.18600566,14.26755644,14.51732253,11.73559068,10.94388513,13.49490821,11.00961184,8.008596351,7.871716956,12.37040335,12.55065455,11.26524614,10.97699763,13.11933151,12.89075499,12.58407924,13.90967039,13.74280109,12.43104535,12.24809052,12.68047519,12.32653489
50976.24,P61980,Hnrnpk,Heterogeneous nuclear ribonucleoprotein K,HNRPK_RAT,20.40932024,14.55663683,14.50107752,18.22389929,14.43050215,16.82557552,17.4896481,18.30893564,12.4475105,12.88935859,14.92209409,14.75632038,14.97419325,14.81341847,16.27313802,16.89161962,13.18805196,12.81515957,16.37271887,16.77840264,16.72600906,0.985385282,16.50180999,17.44245977,10.89057208,12.13785481,16.11869962,16.36398482,16.14451088,18.64976313,13.35544861,16.45103572,15.3855437,17.67006236,13.91359997
28302.59,P61983,Ywhag,14-3-3 protein gamma,1433G_RAT,86.5938439,81.16628368,94.88728933,84.45946956,82.24369219,87.97210388,86.32141998,92.94297493,77.72585233,79.49676377,75.91752864,75.46872286,90.45933587,85.62882119,96.07764201,93.44720126,80.66415414,42.35644457,90.37618659,73.37856869,73.47988426,3.769609737,80.98091774,83.47638228,76.937379,82.80231578,60.86421234,85.16429866,81.49185281,86.86377933,92.36004777,86.96134557,61.58841379,83.39650653,84.85152375
10332.95,P62074,Timm10,Mitochondrial import inner membrane translocase subunit Tim10,TIM10_RAT,2.292232256,1.622741677,2.049542166,1.677809282,1.264083803,2.071571849,2.225547654,2.060900954,1.82973911,1.67057052,2.134689522,1.424087871,1.990157781,2.201556455,1.798267192,2.06994849,2.156696246,1.677269232,2.20191166,1.47846652,1.429413911,14.30354708,2.354989002,3.446093599,2.485603879,1.884647271,2.007921391,1.535393055,1.277535106,2.117812572,1.825268925,1.771736969,1.591847,2.436009801,1.287819726
10457.94,P62076,Timm13,Mitochondrial import inner membrane translocase subunit Tim13,TIM13_RAT,17.22507051,24.96984602,28.11064848,26.80193951,28.92952989,28.12669155,30.47388747,28.24114698,24.15037233,24.39846578,26.1865928,21.24469574,28.03289733,29.56042226,28.31924239,27.56871234,27.36234606,22.77382818,27.79870542,14.65624769,13.1569877,63.74952275,26.681645,31.44759731,25.91767816,28.2861339,27.82220275,27.79719036,26.6187179,27.03365612,26.77834078,26.0810168,27.96391837,27.20748344,27.90323034
9286.48,P62078,Timm8b,Mitochondrial import inner membrane translocase subunit Tim8 B,TIM8B_RAT,3.484134405,2.660409796,2.987925275,2.737937973,2.264672172,3.418854016,3.333512197,3.735067134,3.420569356,3.822584647,4.128262883,2.975986597,3.803123127,3.892611408,3.540348524,3.906241832,3.804918555,3.268173779,4.768569265,2.386989478,2.63624252,492.9138538,3.735189376,4.434578388,3.613074473,3.538061513,3.264875931,3.189404096,2.805548225,4.247946596,3.368899337,3.814041573,3.235615372,3.858533606,3.512549303
22126.85,P62083,Rps7,40S ribosomal protein S7,RS7_RAT,9.218206259,9.998713324,11.22990905,10.71654711,9.683332914,9.480861412,10.10160353,10.07174051,9.762911748,9.700729885,9.32390218,9.61503641,10.75322162,10.84188404,10.55089213,10.36139254,9.529510176,10.16820051,9.705997615,10.7702683,10.93836469,0.940627222,10.28584485,10.84135598,9.96644955,10.47998161,10.60114649,10.51697858,10.7185776,11.3854252,10.45771737,9.730741956,10.69341071,11.446626,11.10594067
37512.07,P62138,Ppp1ca,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PP1A_RAT,4.071360475,3.619362875,4.380871389,3.923313711,3.919558279,3.760998101,3.858287652,4.183537223,3.455112336,3.742516426,3.553823997,3.098493275,4.085522469,3.948995456,4.805226372,4.403914545,3.248188646,2.98357232,4.094735329,3.75133189,2.745604047,6.870813683,4.143802573,3.812681114,3.354680773,3.329215041,3.739925173,3.967604831,3.829951023,3.980275481,4.358871706,3.871807493,3.671532426,3.740774234,4.091416192
37186.83,P62142,Ppp1cb,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PP1B_RAT,3.286903925,2.738360165,2.924378763,2.712398532,2.80771378,3.087403751,2.833361327,3.280364656,2.560364013,2.769273184,2.453398131,2.302615247,2.92654968,2.739756429,3.731003345,3.190520257,2.324873818,2.378974676,3.271816143,2.338908511,3.500165076,0.661439801,2.702578274,2.78571435,2.588574655,2.322979157,2.706305169,3.037483987,2.65124617,3.298021349,3.272202651,2.819694929,2.583205769,2.646596302,3.161416578
49184.51,P62193,Psmc1,26S proteasome regulatory subunit 4,PRS4_RAT,3.752721074,3.570738328,3.534415782,3.733949681,3.482026278,3.557753634,3.734393323,3.804905118,2.851807014,3.092220608,2.922699,3.411563873,3.522300098,3.355265076,3.521525424,3.406236886,3.377096077,3.112353419,3.416415677,3.668581417,3.479151342,4.303946199,3.322953273,3.472202978,3.40778115,3.320442443,3.300825515,3.550925889,8.231822153,3.366724396,3.348868467,3.108676357,3.35949073,3.737826509,3.617182321
45626,P62198,Psmc5,26S proteasome regulatory subunit 8,PRS8_RAT,3.398608752,3.164593084,3.512107702,3.368801981,3.303262723,3.419730921,3.43164502,3.781788956,3.263518684,3.321469712,3.226401499,3.346630645,3.608066747,3.405738737,3.381632317,3.385991659,3.245232039,3.338030891,3.360820431,3.693676328,3.367732887,3.37059403,3.565872704,3.407230147,3.255175188,3.087335262,3.351564207,3.370050546,3.518069562,3.495335683,3.42950503,3.074602159,3.324860628,3.446619345,3.385340364
24205.18,P62243,Rps8,40S ribosomal protein S8,RS8_RAT,6.884323303,5.12817079,4.244942039,5.076541546,4.915810601,8.732732572,4.483390815,3.635078674,4.693170357,4.951273202,3.25220573,4.299650303,3.610681064,3.953980328,3.889646616,3.598439844,5.142213397,4.23690826,3.845233505,15.88355822,18.10009538,3.442701061,5.386938144,4.760381212,4.155239695,5.696761932,4.480036707,4.899504653,6.949485964,4.108114552,4.222085283,3.759359347,5.627092133,5.284525734,5.171358026
14839.5,P62246,Rps15a,40S ribosomal protein S15a,RS15A_RAT,34.25436772,29.74241762,36.48912587,35.96449313,31.11555721,41.192246,35.6744095,37.24782871,31.34468559,31.45662568,31.29229043,30.33552289,34.99199977,33.9982316,37.87103548,36.49258754,36.71990443,29.9506138,36.62632975,43.89956294,42.66544692,10.09390332,35.67128648,37.48694645,34.43959258,31.98335324,35.33832077,35.91899544,43.33566768,35.36250297,33.94933942,24.17673384,28.81750996,33.85594997,25.03532183
16445.31,P62250,Rps16,40S ribosomal protein S16,RS16_RAT,16.23155334,12.15040291,11.62312989,12.6288445,10.32926594,17.74757575,12.06622804,14.06468404,10.07542242,10.58019649,9.520881213,10.61335794,10.48953477,9.949189223,9.265536787,10.17795698,12.95963467,9.2733389,10.74341353,27.16904958,26.77399109,7.833576967,13.14356346,12.52763264,11.85541214,11.00883856,9.700708531,11.86280534,13.94455582,10.77511431,9.443263858,9.642676683,10.12749837,12.40401808,10.65499052
29173.89,P62260,Ywhae,14-3-3 protein epsilon,1433E_RAT,18.8582724,22.342012,26.98327163,25.82123273,26.25442325,27.44474836,24.83040786,26.28515522,22.25858441,21.75910239,21.43899429,23.02687845,23.06500493,24.15396425,28.72311304,24.00556609,23.88339769,19.5752209,25.6597303,23.47844346,23.07657072,3.669088593,23.73125235,25.13860177,20.19189314,22.42927585,23.89545113,24.68549529,25.02358318,22.77489672,26.63799928,22.48459044,24.79249186,23.2977068,25.04751359
15807.55,P62268,Rps23,40S ribosomal protein S23,RS23_RAT,3.984756237,3.130073002,2.610776898,2.58903777,2.473305889,4.221594244,2.764562039,2.231538953,2.656636935,2.695527353,1.902846793,1.921706295,2.284538016,2.4552553,2.502719407,2.213279921,3.219303873,2.770691936,2.229485862,9.326045554,9.692692466,29.41895303,3.081851145,2.947514106,2.299473152,3.519175156,2.716850426,2.904689603,3.7669822,2.286667575,2.486134879,2.470224354,2.990746051,3.174102169,2.686114664
6676.76,P62275,Rps29,40S ribosomal protein S29,RS29_RAT,35.04313035,29.18336731,26.55648679,27.19529973,23.15988781,23.29177552,25.9649574,26.82008606,21.79755992,24.01116331,22.52519506,19.60108033,26.09885387,24.07477361,21.75751447,24.18678074,21.83786519,23.66503484,23.75608668,30.36439436,32.45090625,32.99967908,25.99660764,26.78954554,25.6699208,25.35025311,26.65287938,24.04405782,24.01848317,26.83817939,24.37695324,23.03878788,22.12568387,27.11101306,24.20848052
18430.72,P62282,Rps11,40S ribosomal protein S11,RS11_RAT,5.352776377,3.666425517,3.428398975,3.7011754,3.130389642,7.467223007,3.204043699,2.677536052,4.078637795,3.828298557,2.790189027,3.015355411,3.395246112,3.312464443,3.340703469,2.595125688,4.134881471,3.609818088,2.728027016,15.80423292,16.39448031,48.24436575,3.534416613,3.421404971,3.375092126,4.52438717,2.98761436,3.582951973,5.108200966,3.164019477,2.784101598,2.581620844,3.526964402,3.730825221,3.710681469
20082.15,P62332,Arf6,ADP-ribosylation factor 6,ARF6_RAT,7.787119304,9.392140787,11.48646074,9.93636768,10.34870838,11.83671696,9.68590484,10.27125314,9.154335554,8.782451121,8.485009076,9.705080468,9.365619849,9.496739239,12.12824912,10.5111927,10.2536157,8.910266111,10.55229351,9.472772066,9.323574999,1.817629097,8.921741008,10.02262676,8.538295188,9.428552218,9.558381899,10.23339177,9.642847283,9.038674489,10.37449566,8.91255856,9.244648664,9.153759541,9.507407804
10989.67,P62628,Dynlrb1,Dynein light chain roadblock-type 1,DLRB1_RAT,6.535053033,4.705689114,4.837610243,4.870286955,3.922798425,4.375540771,5.213979785,5.331940542,4.514258982,4.857633118,4.928745123,3.589348851,5.538076326,5.443098005,5.790923939,6.625175882,4.646351407,4.456191863,5.413962864,4.097832756,4.19831127,8.520014278,5.162414515,5.622391102,5.729191196,5.174444529,5.543037053,5.094999423,4.349495742,5.90282132,5.264331276,4.850820019,4.700087197,5.520631096,5.161552258
50113.83,P62630,Eef1a1,Elongation factor 1-alpha 1,EF1A1_RAT,108.0017007,88.18447982,91.6211451,97.47700212,87.09771925,87.58205757,96.11771284,99.98964858,72.97323485,80.41359661,74.87064417,78.92021802,79.33915012,76.52740069,81.70385546,79.1910126,74.29447943,79.1257494,77.01977612,94.97710658,103.8190433,1.537449096,89.09848551,92.12107703,77.13421035,74.06926906,84.23167516,82.18473355,78.93086882,79.0556021,77.88886119,78.82903315,76.31860838,84.86669252,82.28561433
19462.7,P62634,Cnbp,Cellular nucleic acid-binding protein,CNBP_RAT,3.992286355,2.438082999,3.132240451,3.191544984,3.0711268,3.103832522,3.626464062,3.861954941,2.867550796,2.516105934,3.021151534,3.156712515,3.07223746,2.954112778,2.799323539,3.123318535,2.793100856,2.830857201,2.974044403,5.8377426,6.198853168,11.77628427,2.431968921,2.623921111,2.200258119,2.336880068,2.368396982,2.78928382,2.774337059,3.257154077,2.265653756,3.040023848,2.661929046,2.973559552,2.523851305
29597.72,P62703,Rps4x,"40S ribosomal protein S4, X isoform",RS4X_RAT,10.24616514,7.357880473,6.486058652,7.475966677,6.549311015,11.3203354,6.300278207,5.608288304,5.084316842,5.23459759,4.773159728,5.003055587,5.231570357,4.993854934,4.527144754,5.210731717,7.470379621,3.851867101,5.386085341,17.16226649,17.44438041,1.633046028,7.800325935,7.225709901,6.798430598,5.088448965,5.27348647,6.349131687,8.401532066,5.845879495,5.150762714,5.707669466,5.912375688,7.391029361,6.316799116
20732.33,P62718,Rpl18a,60S ribosomal protein L18a,RL18A_RAT,2.396549977,1.412058774,1.26496558,1.016056976,1.209461111,3.588441115,1.412196311,1.457036797,2.081301275,1.755359409,1.537500097,1.77951178,1.549656412,1.606122667,1.693746216,1.223306587,2.201803089,1.943586529,1.318248746,7.159051883,7.180488442,224.271833,1.377428174,1.234291431,1.482200062,2.168664752,1.425743376,1.621055166,2.619614015,1.713799822,1.300928457,1.081832914,1.981252514,1.672183331,1.504559097
42008.95,P62738,Acta2,"Actin, aortic smooth muscle",ACTA_RAT,1.065941648,0.712804247,0,0.975596543,1.704269678,2.452948445,1.052383696,1.19806531,1.531346667,1.029949001,1.736689682,1.253661388,1.616551082,1.649983483,1.313502968,1.984092877,1.582570381,1.002625007,0.946985447,0,0,0.789440281,1.124497063,0,1.671929495,1.033314074,0.975097773,1.088734003,1.447070272,0.842658769,1.90930771,1.474686995,0.988070758,0.992313211,0.858339544
17017.7,P62744,Ap2s1,AP-2 complex subunit sigma,AP2S1_RAT,19.04214171,18.03891363,18.4538084,20.01805432,16.62327681,16.43128863,17.95572598,14.9331584,18.17510834,17.52490747,14.8015004,14.06908762,17.57869149,15.96555514,15.6542282,19.22213134,17.87939048,17.12057937,18.92183784,18.51498024,18.33023159,12.66755984,19.39241474,18.9116941,19.42168774,19.05857903,13.94781718,18.54928815,16.70118353,18.54952215,18.42580375,18.53495144,18.22531631,15.24102609,12.34801298
22338.23,P62749,Hpcal1,Hippocalcin-like protein 1,HPCL1_RAT,3.637808323,4.12943888,5.44490366,4.740098906,5.027348431,5.228402351,4.497918395,4.501336841,4.116212105,3.931884299,3.98530184,4.404344736,4.667690035,4.961035452,5.234127563,5.882128776,5.262398629,4.430576226,5.853066523,4.610428088,4.843851426,1.199778731,4.344106887,5.660121677,4.164609059,4.780047596,5.184909134,4.439415226,4.837524522,4.685929628,5.472205622,4.146121883,4.689352156,5.40348248,4.902789755
28680.64,P62755,Rps6,40S ribosomal protein S6,RS6_RAT,7.809617744,6.168854198,4.726712355,6.014361282,5.938909517,9.936548988,5.315459273,4.568845254,5.308486538,5.78836773,4.288361319,4.75125612,4.29215856,4.671748571,4.421860015,4.367131646,5.756931088,4.05754005,5.218122285,17.96277101,17.57770953,0,6.247230755,5.10253918,4.882648845,5.598456586,4.343793105,5.478997307,7.543206344,4.637614734,4.502419205,4.123751945,5.718688437,5.721082176,5.700026883
12860.77,P62775,Mtpn,Myotrophin,MTPN_RAT,2.310057342,1.417540779,1.60504604,1.307444875,1.167704003,1.654471157,1.53404698,1.881798873,1.837591624,1.705981669,1.950624321,1.871138854,2.330815898,2.55851797,2.451317865,2.653594118,1.722798704,1.680992063,2.495021821,1.158310423,1.206479183,26.15802571,2.12330659,2.46534172,1.960227972,1.533134235,1.534236843,1.54062282,1.349087903,2.566419465,1.735961223,1.730403159,1.865937455,2.152856581,1.573462395
11367.34,P62804,Hist1h4b,Histone H4,H4_RAT,178.8279675,148.2684519,162.4941568,111.0867442,130.8392291,619.0102209,88.44700968,100.3179361,267.5788852,235.6715854,185.3829261,180.3473207,218.0116709,208.5294383,263.3243514,139.307047,272.8257984,227.4714077,156.6807055,1288.684546,1307.868433,10.1984083,147.3252664,132.8689805,157.0734202,289.8323472,152.3458632,223.2576346,359.2024021,230.4313012,183.4415129,171.072632,228.8593535,225.9983769,226.6276028
56550.8,P62815,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform",VATB2_RAT,10.27860233,13.49239616,11.26048865,13.75874043,11.80618781,10.75078546,11.32801564,11.36765294,13.23608946,10.30050072,11.91740376,11.45606184,11.10431565,11.05673801,9.886190104,12.38513256,13.33138207,11.0579669,12.86972268,12.67523872,13.07906091,1.727245508,12.43484948,12.60856634,14.1593611,15.29587335,12.62070106,12.8685862,10.15370072,11.48815657,11.3942159,12.77235198,11.14958342,13.51508096,11.63343893
24423.1,P62828,Ran,GTP-binding nuclear protein Ran,RAN_RAT,20.05835058,16.82891966,18.7381139,18.68520663,17.55987528,18.48039545,18.41260219,20.05503184,16.06776679,16.4001268,17.158868,17.55006762,18.80367039,18.91608821,21.35520806,20.65062549,16.11307302,17.09004047,19.5952854,17.14576963,16.07888148,0.680247786,18.60956279,18.72048159,16.49773928,15.46554904,18.12437017,18.07142776,17.98058772,19.40986258,19.79444686,17.58623895,18.4126105,19.25528959,19.22179598
14865.44,P62832,Rpl23,60S ribosomal protein L23,RL23_RAT,8.886648798,10.51894568,9.720495534,9.361189873,8.043482924,9.431103146,9.035450187,7.826658442,10.21099121,10.88360475,8.676554011,7.510887856,9.481549813,9.750892077,8.020102212,7.572990518,8.630750064,9.334462459,7.206653193,26.06931427,27.05406356,71.20579788,10.25522502,9.423473823,8.893893344,11.6538193,9.448876776,9.721433129,10.53547942,9.920938803,8.697608479,8.652317758,9.274148884,11.14618031,9.405273597
20987.18,P62836,Rap1a,Ras-related protein Rap-1A,RAP1A_RAT,28.05693922,26.61033959,28.1470127,29.45701852,27.49300032,28.39719503,28.85007148,28.88885009,25.80436584,27.82591006,26.21057843,25.74012177,30.51791046,26.80437072,30.51811582,32.11561711,27.96483407,26.71098632,30.64813302,27.32784944,27.14963,41.33024407,29.11620872,29.50502747,28.03911111,27.91086839,28.13825518,26.97029072,27.28418384,28.11186876,30.54449034,28.91191045,26.38250155,27.62949418,28.29333971
17040.1,P62845,Rps15,40S ribosomal protein S15,RS15_RAT,8.181427511,6.849556443,6.741742996,6.990653936,6.732229554,7.588033203,6.504337214,6.594348021,6.723685208,7.076478832,5.899342121,6.143930165,6.429671777,6.911957517,6.246416555,5.928260298,6.217949319,6.341399953,5.721579581,9.914881172,9.108087827,26.57945505,10.56287397,6.604862597,6.592823697,7.425458461,7.167182689,6.842855933,7.713684661,6.769373593,6.464732469,5.855872488,6.938055265,7.359810606,7.388229015
13742.13,P62853,Rps25,40S ribosomal protein S25,RS25_RAT,27.78842485,21.56081937,15.81099888,17.68880119,16.53244264,20.91186653,17.19453364,16.93208231,19.34895974,20.63821983,17.45664484,15.79188669,20.95440026,20.69426219,16.87556637,17.41069303,18.66013503,20.20779241,16.04831254,39.98623968,46.21155279,8.319996274,19.465346,19.01720992,21.04166497,22.22528556,21.4518001,18.77288784,21.99702129,21.6570569,17.00124404,18.40623579,19.48084819,23.3676383,22.0217705
13015.42,P62856,Rps26,40S ribosomal protein S26,RS26_RAT,14.25595536,11.14635837,9.887405448,9.819394805,9.60413761,13.22621299,8.886626497,8.261587727,10.88432433,11.42358248,8.908770315,8.927245682,10.01473259,11.03467056,9.593907374,9.128129957,9.942295036,10.46196516,8.218765124,22.32797629,20.98301943,43.02225704,11.05661934,10.35171393,9.922252693,12.90635059,11.90854011,11.65374734,13.06675985,11.55082798,10.77772757,9.194160966,12.62827717,12.29447655,12.04358147
7841.02,P62859,Rps28,40S ribosomal protein S28,RS28_RAT,62.79302212,59.47112213,61.26732712,60.70112639,82.30284649,56.30918893,58.21346059,65.11920538,50.05624545,51.51236298,50.84417712,49.83326354,58.62274547,54.45979467,57.32041774,53.91130942,49.81367607,51.71354588,56.06911341,58.31809189,79.07218241,11.75893691,54.69647356,61.43515696,51.27518761,52.51637531,57.44065128,57.47810162,55.46479079,59.34702535,54.80135475,52.41936257,57.64127476,60.12883159,58.06603483
13169.86,P62870,Elob,Elongin-B,ELOB_RAT,8.019411064,8.331015979,8.509428119,8.188743169,7.444990104,8.300096529,8.674317308,8.981138669,7.69755814,7.42997835,7.508515461,7.558432841,8.779423462,9.014317166,9.979421397,8.852177141,7.856646281,7.864639996,9.053049788,6.982250896,7.094618275,17.46969104,8.560322891,9.612440845,7.737064215,7.978413778,8.933486645,8.479733262,8.586957956,9.197039741,9.047815579,7.945374303,8.335840961,8.663341976,8.72943759
12784.05,P62890,Rpl30,60S ribosomal protein L30,RL30_RAT,15.61436974,17.85913499,19.89930123,19.22311328,17.98506344,21.31424461,17.63439627,16.37514916,16.15700099,16.04574271,14.58999285,17.32329175,15.88243425,16.7055214,15.99324384,14.3393496,17.26932269,14.9058231,15.20162235,26.10561253,26.36258543,6.87404288,18.47576839,18.40948613,16.29407047,17.66063764,16.47084805,18.31556487,20.43116302,15.69076976,17.3682805,16.69761144,18.25868434,19.2009195,17.99961714
